"Pair","Param1","Param2","Param1Value","Param2Value","TrueMu"
"gamma_max_vs_delta_max","gamma_max","delta_max",0.228571428571429,0.075,0.78743321944638
"a_vs_b","a","b",2.5,3,0.789553608894932
"a_vs_b","a","b",2.25,2.25,0.790003772836216
"delta_max_vs_a","delta_max","a",0.025,2.5,0.7906687706647
"gamma_max_vs_a","gamma_max","a",0.285714285714286,1.5,0.791444360921127
"a_vs_b","a","b",2,1.75,0.791791199223613
"E_star_vs_a","E_star","a",421.428571428571,2,0.79418335369464
"delta_max_vs_E_star","delta_max","E_star",0.065,292.857142857143,0.794394886586291
"gamma_max_vs_a","gamma_max","a",0.1,3.25,0.795206385296125
"gamma_max_vs_b","gamma_max","b",0.185714285714286,0.75,0.796704983115777
"E_star_vs_a","E_star","a",550,2.25,0.797357958350517
"delta_max_vs_a","delta_max","a",0.065,1.25,0.797751173868892
"E_star_vs_b","E_star","b",228.571428571429,1,0.798691214371534
"gamma_max_vs_b","gamma_max","b",0.271428571428571,1,0.79872831736966
"E_star_vs_a","E_star","a",292.857142857143,1.75,0.799339062733625
"a_vs_b","a","b",2.75,4,0.799547875320917
"gamma_max_vs_delta_max","gamma_max","delta_max",0.242857142857143,0.07,0.800380213240457
"E_star_vs_b","E_star","b",100,1.25,0.800555040528907
"gamma_max_vs_a","gamma_max","a",0.142857142857143,2.75,0.800829377841841
"delta_max_vs_E_star","delta_max","E_star",0.05,164.285714285714,0.801699487290067
"E_star_vs_a","E_star","a",871.428571428572,2.75,0.802175998514532
"delta_max_vs_E_star","delta_max","E_star",0.075,357.142857142857,0.802742742566757
"E_star_vs_b","E_star","b",550,0.75,0.802778630389406
"delta_max_vs_b","delta_max","b",0.075,1.75,0.803001610877006
"delta_max_vs_a","delta_max","a",0.04,1.75,0.804825763471473
"gamma_max_vs_E_star","gamma_max","E_star",0.285714285714286,228.571428571429,0.805242927059451
"delta_max_vs_a","delta_max","a",0.05,1.5,0.806206495981595
"E_star_vs_a","E_star","a",678.571428571429,2.5,0.807010853177353
"a_vs_p","a","p",2.25,0.8,0.807139502008601
"a_vs_p","a","p",2.25,0.75,0.808084790064249
"a_vs_p","a","p",2.25,0.7,0.809232753469997
"delta_max_vs_b","delta_max","b",0.06,1.5,0.809268050714336
"a_vs_b","a","b",2.5,2.75,0.809520342791806
"b_vs_p","b","p",0.75,0.8,0.810351714826439
"gamma_max_vs_delta_max","gamma_max","delta_max",0.257142857142857,0.065,0.810403245546462
"gamma_max_vs_E_star","gamma_max","E_star",0.242857142857143,100,0.810502156511069
"a_vs_p","a","p",2.25,0.65,0.810621608828431
"b_vs_p","b","p",0.75,0.75,0.810725553915977
"b_vs_p","b","p",0.75,0.7,0.811184655015534
"b_vs_p","b","p",0.75,0.65,0.811743256821435
"a_vs_b","a","b",2.75,3.75,0.811844434866269
"b_vs_p","b","p",0.75,0.1,0.812195176435525
"a_vs_p","a","p",2.25,0.6,0.812292419731972
"b_vs_p","b","p",0.75,0.6,0.812414986403397
"gamma_max_vs_a","gamma_max","a",0.257142857142857,1.75,0.813114608863665
"b_vs_p","b","p",0.75,0.55,0.813209596108046
"a_vs_b","a","b",0.5,0.5,0.813592545676901
"delta_max_vs_a","delta_max","a",0.02,3.25,0.813702326979714
"E_star_vs_a","E_star","a",164.285714285714,1.5,0.813820628930847
"b_vs_p","b","p",0.75,0.5,0.814126631422985
"a_vs_p","a","p",2.25,0.55,0.814284540673098
"gamma_max_vs_a","gamma_max","a",0.171428571428571,2.5,0.814582042110369
"b_vs_p","b","p",0.75,0.15,0.814911723655828
"b_vs_p","b","p",0.75,0.45,0.815144133973779
"gamma_max_vs_delta_max","gamma_max","delta_max",0.228571428571429,0.08,0.815592073935913
"E_star_vs_p","E_star","p",100,0.1,0.815635378794164
"gamma_max_vs_b","gamma_max","b",0.2,0.75,0.816200322584926
"delta_max_vs_b","delta_max","b",0.03,0.75,0.816200322584926
"a_vs_b","a","b",1,0.75,0.816200322584926
"b_vs_p","b","p",0.75,0.4,0.816200322584926
"gamma_max_vs_delta_max","gamma_max","delta_max",0.3,0.05,0.816376241266765
"a_vs_p","a","p",2.25,0.5,0.81662584149178
"gamma_max_vs_delta_max","gamma_max","delta_max",0.271428571428571,0.06,0.816915547641504
"b_vs_p","b","p",0.75,0.2,0.816941504131798
"b_vs_p","b","p",0.75,0.35,0.817167887891892
"b_vs_p","b","p",0.75,0.3,0.817827472020759
"b_vs_p","b","p",0.75,0.25,0.817864455503497
"gamma_max_vs_a","gamma_max","a",0.128571428571429,3,0.818168700296847
"delta_max_vs_E_star","delta_max","E_star",0.06,228.571428571429,0.818991789170237
"gamma_max_vs_delta_max","gamma_max","delta_max",0.285714285714286,0.055,0.819201057588921
"a_vs_p","a","p",2.25,0.45,0.819314095008501
"E_star_vs_b","E_star","b",485.714285714286,0.75,0.82027888139057
"E_star_vs_a","E_star","a",807.142857142857,2.75,0.821203538062039
"gamma_max_vs_a","gamma_max","a",0.2,2.25,0.82228506642329
"delta_max_vs_a","delta_max","a",0.03,2.25,0.82228506642329
"a_vs_b","a","b",2.25,2,0.82228506642329
"a_vs_p","a","p",2.25,0.4,0.82228506642329
"gamma_max_vs_a","gamma_max","a",0.228571428571429,2,0.822460636089854
"E_star_vs_a","E_star","a",1000,3,0.822586717670423
"gamma_max_vs_b","gamma_max","b",0.285714285714286,1,0.822883890901405
"a_vs_b","a","b",2.75,3.5,0.825362984713917
"a_vs_p","a","p",2.25,0.35,0.825364504564492
"a_vs_p","a","p",2.25,0.1,0.82626709358104
"delta_max_vs_a","delta_max","a",0.035,2,0.826391410445735
"gamma_max_vs_a","gamma_max","a",0.3,1.5,0.82749916206408
"delta_max_vs_E_star","delta_max","E_star",0.07,292.857142857143,0.827565022070582
"a_vs_p","a","p",2.25,0.3,0.828210591758559
"delta_max_vs_E_star","delta_max","E_star",0.045,100,0.829360319631128
"a_vs_p","a","p",2.25,0.15,0.829482854706487
"E_star_vs_a","E_star","a",485.714285714286,2.25,0.829860619150299
"a_vs_p","a","p",2.25,0.25,0.830279011005419
"a_vs_p","a","p",2.25,0.2,0.830886603708422
"delta_max_vs_a","delta_max","a",0.07,1.25,0.830894252398959
"gamma_max_vs_delta_max","gamma_max","delta_max",0.242857142857143,0.075,0.831034910146085
"delta_max_vs_E_star","delta_max","E_star",0.08,357.142857142857,0.831223278153679
"gamma_max_vs_a","gamma_max","a",0.114285714285714,3.25,0.831325786735151
"a_vs_b","a","b",2.5,2.5,0.832104409779448
"E_star_vs_a","E_star","a",614.285714285714,2.5,0.833020893904418
"delta_max_vs_b","delta_max","b",0.08,1.75,0.833429828025247
"gamma_max_vs_E_star","gamma_max","E_star",0.271428571428571,164.285714285714,0.83406918408701
"a_vs_b","a","b",1.75,1.25,0.834393353114539
"E_star_vs_a","E_star","a",357.142857142857,2,0.835168342709917
"gamma_max_vs_b","gamma_max","b",0.214285714285714,0.75,0.835908956338668
"E_star_vs_b","E_star","b",164.285714285714,1,0.836510465038669
"gamma_max_vs_a","gamma_max","a",0.157142857142857,2.75,0.837047787925891
"E_star_vs_a","E_star","a",935.714285714286,3,0.838430848413148
"delta_max_vs_b","delta_max","b",0.05,1.25,0.838452740926685
"E_star_vs_b","E_star","b",421.428571428571,0.75,0.840102819459295
"a_vs_b","a","b",2.75,3.25,0.840297988781032
"a_vs_b","a","b",2,1.5,0.840799031303969
"gamma_max_vs_a","gamma_max","a",0.1,3.5,0.840885466023341
"E_star_vs_a","E_star","a",742.857142857143,2.75,0.842336158232476
"gamma_max_vs_delta_max","gamma_max","delta_max",0.257142857142857,0.07,0.843919095742896
"delta_max_vs_a","delta_max","a",0.025,2.75,0.845407748501194
"delta_max_vs_E_star","delta_max","E_star",0.055,164.285714285714,0.846624063871577
"gamma_max_vs_b","gamma_max","b",0.3,1,0.847302517964873
"delta_max_vs_b","delta_max","b",0.04,1,0.847680595588173
"a_vs_b","a","b",1.5,1,0.84822724815451
"gamma_max_vs_a","gamma_max","a",0.271428571428571,1.75,0.849419563935066
"E_star_vs_a","E_star","a",228.571428571429,1.75,0.850717099903733
"delta_max_vs_b","delta_max","b",0.065,1.5,0.850765804070071
"delta_max_vs_a","delta_max","a",0.055,1.5,0.850819431453703
"gamma_max_vs_a","gamma_max","a",0.185714285714286,2.5,0.8509416183023
"delta_max_vs_a","delta_max","a",0.02,3.5,0.851871719330383
"gamma_max_vs_delta_max","gamma_max","delta_max",0.271428571428571,0.065,0.853741211137715
"gamma_max_vs_E_star","gamma_max","E_star",0.3,228.571428571429,0.854226156047659
"gamma_max_vs_a","gamma_max","a",0.142857142857143,3,0.85453762070046
"delta_max_vs_b","delta_max","b",0.025,0.5,0.854813726704705
"gamma_max_vs_b","gamma_max","b",0.228571428571429,0.75,0.855822869327259
"E_star_vs_a","E_star","a",871.428571428572,3,0.855876094663559
"delta_max_vs_E_star","delta_max","E_star",0.065,228.571428571429,0.855959111545048
"a_vs_b","a","b",2.75,3,0.856891289789811
"a_vs_b","a","b",2.5,2.25,0.857878722141191
"gamma_max_vs_a","gamma_max","a",0.214285714285714,2.25,0.858712810790316
"delta_max_vs_E_star","delta_max","E_star",0.075,292.857142857143,0.858843253738295
"gamma_max_vs_a","gamma_max","a",0.242857142857143,2,0.858876374598743
"gamma_max_vs_delta_max","gamma_max","delta_max",0.285714285714286,0.06,0.859892374235007
"gamma_max_vs_delta_max","gamma_max","delta_max",0.242857142857143,0.08,0.860047377799109
"a_vs_b","a","b",2.25,1.75,0.860107269544436
"gamma_max_vs_delta_max","gamma_max","delta_max",0.3,0.055,0.861627983733034
"delta_max_vs_a","delta_max","a",0.045,1.75,0.862129061040061
"delta_max_vs_a","delta_max","a",0.075,1.25,0.862147753207243
"E_star_vs_a","E_star","a",550,2.5,0.862282016920777
"E_star_vs_b","E_star","b",357.142857142857,0.75,0.862567463766934
"a_vs_b","a","b",3,4,0.865223322076799
"E_star_vs_a","E_star","a",678.571428571429,2.75,0.865898880092864
"E_star_vs_a","E_star","a",421.428571428571,2.25,0.866678307613658
"gamma_max_vs_a","gamma_max","a",0.128571428571429,3.25,0.867794461476721
"gamma_max_vs_E_star","gamma_max","E_star",0.257142857142857,100,0.868763621195308
"a_vs_p","a","p",2.5,0.8,0.87201825844616
"E_star_vs_a","E_star","a",1000,3.25,0.872236004573865
"a_vs_p","a","p",2.5,0.75,0.872992140491049
"gamma_max_vs_a","gamma_max","a",0.171428571428571,2.75,0.873598034216955
"a_vs_p","a","p",2.5,0.7,0.874174138384202
"E_star_vs_a","E_star","a",807.142857142857,3,0.875155934067425
"a_vs_b","a","b",2.75,2.75,0.875448324790812
"gamma_max_vs_delta_max","gamma_max","delta_max",0.257142857142857,0.075,0.875503546125367
"a_vs_p","a","p",2.5,0.65,0.875603548397773
"gamma_max_vs_b","gamma_max","b",0.242857142857143,0.75,0.875933830966144
"a_vs_b","a","b",3,3.75,0.876811653378239
"a_vs_p","a","p",2.5,0.6,0.877322661162027
"gamma_max_vs_a","gamma_max","a",0.114285714285714,3.5,0.877414406249708
"a_vs_p","a","p",2.5,0.55,0.879372140846876
"delta_max_vs_E_star","delta_max","E_star",0.05,100,0.881395206543635
"E_star_vs_a","E_star","a",292.857142857143,2,0.881596479872051
"E_star_vs_b","E_star","b",100,1,0.881673059609486
"a_vs_p","a","p",2.5,0.5,0.881781082492793
"E_star_vs_a","E_star","a",100,1.5,0.882439344786464
"gamma_max_vs_a","gamma_max","a",0.1,3.75,0.883882686929434
"a_vs_p","a","p",2.5,0.45,0.884548045795411
"gamma_max_vs_a","gamma_max","a",0.285714285714286,1.75,0.886015435424448
"delta_max_vs_a","delta_max","a",0.02,3.75,0.887377074566847
"gamma_max_vs_E_star","gamma_max","E_star",0.285714285714286,164.285714285714,0.887528889591073
"gamma_max_vs_a","gamma_max","a",0.2,2.5,0.887608481097225
"delta_max_vs_a","delta_max","a",0.03,2.5,0.887608481097225
"a_vs_b","a","b",2.5,2,0.887608481097225
"a_vs_p","a","p",2.5,0.4,0.887608481097225
"E_star_vs_b","E_star","b",292.857142857143,0.75,0.887960293315302
"E_star_vs_a","E_star","a",935.714285714286,3.25,0.8882586497064
"gamma_max_vs_delta_max","gamma_max","delta_max",0.271428571428571,0.07,0.888279944842156
"delta_max_vs_E_star","delta_max","E_star",0.06,164.285714285714,0.888325303342375
"delta_max_vs_E_star","delta_max","E_star",0.08,292.857142857143,0.888418601127892
"a_vs_b","a","b",3,3.5,0.889508527967204
"delta_max_vs_b","delta_max","b",0.07,1.5,0.890096554036432
"delta_max_vs_E_star","delta_max","E_star",0.07,228.571428571429,0.890629399500568
"a_vs_p","a","p",2.5,0.35,0.890785616216119
"gamma_max_vs_a","gamma_max","a",0.157142857142857,3,0.891218349933499
"delta_max_vs_a","delta_max","a",0.08,1.25,0.891701236655985
"a_vs_p","a","p",2.5,0.1,0.89196113751109
"gamma_max_vs_b","gamma_max","b",0.1,0.5,0.892059572273499
"delta_max_vs_a","delta_max","a",0.06,1.5,0.892227067279866
"E_star_vs_a","E_star","a",614.285714285714,2.75,0.892271537408335
"delta_max_vs_b","delta_max","b",0.055,1.25,0.893527917258265
"a_vs_p","a","p",2.5,0.3,0.89373136832251
"delta_max_vs_a","delta_max","a",0.04,2,0.894319961499392
"a_vs_b","a","b",1.25,0.75,0.89461845201345
"a_vs_p","a","p",2.5,0.15,0.89518539925602
"E_star_vs_a","E_star","a",485.714285714286,2.5,0.895297121071923
"gamma_max_vs_a","gamma_max","a",0.228571428571429,2.25,0.895431733177835
"gamma_max_vs_a","gamma_max","a",0.257142857142857,2,0.895577101762918
"delta_max_vs_a","delta_max","a",0.025,3,0.895817691269719
"a_vs_p","a","p",2.5,0.25,0.895890024965115
"gamma_max_vs_b","gamma_max","b",0.257142857142857,0.75,0.896233381435738
"a_vs_b","a","b",2.75,2.5,0.896361652030503
"E_star_vs_a","E_star","a",742.857142857143,3,0.89654491029213
"a_vs_p","a","p",2.5,0.2,0.896562676013062
"gamma_max_vs_delta_max","gamma_max","delta_max",0.285714285714286,0.065,0.897855529059306
"a_vs_b","a","b",2,1.25,0.900290229800272
"delta_max_vs_a","delta_max","a",0.035,2.25,0.903130477570037
"a_vs_b","a","b",3,3.25,0.903486577176606
"gamma_max_vs_delta_max","gamma_max","delta_max",0.3,0.06,0.903598656976661
"gamma_max_vs_a","gamma_max","a",0.142857142857143,3.25,0.904560998941895
"a_vs_b","a","b",2.25,1.5,0.905092207387215
"gamma_max_vs_delta_max","gamma_max","delta_max",0.257142857142857,0.08,0.905351290119093
"E_star_vs_a","E_star","a",871.428571428572,3.25,0.905885847740089
"gamma_max_vs_b","gamma_max","b",0.114285714285714,0.5,0.906611543562829
"E_star_vs_a","E_star","a",357.142857142857,2.25,0.908378527223277
"E_star_vs_a","E_star","a",164.285714285714,1.75,0.909045546545399
"gamma_max_vs_a","gamma_max","a",0.185714285714286,2.75,0.910429117413201
"gamma_max_vs_a","gamma_max","a",0.128571428571429,3.5,0.914232333672104
"delta_max_vs_a","delta_max","a",0.05,1.75,0.914511352501016
"a_vs_b","a","b",1.75,1,0.914996248249473
"E_star_vs_b","E_star","b",228.571428571429,0.75,0.916518251183031
"gamma_max_vs_b","gamma_max","b",0.271428571428571,0.75,0.916712811131459
"a_vs_b","a","b",0.75,0.5,0.918509050726678
"E_star_vs_a","E_star","a",1000,3.5,0.918683719646213
"a_vs_b","a","b",3,3,0.918960641314338
"a_vs_b","a","b",2.75,2.25,0.920145973556148
"E_star_vs_a","E_star","a",678.571428571429,3,0.920365166129542
"delta_max_vs_a","delta_max","a",0.02,4,0.920504884071316
"gamma_max_vs_a","gamma_max","a",0.114285714285714,3.75,0.920724386789434
"gamma_max_vs_delta_max","gamma_max","delta_max",0.271428571428571,0.075,0.920776701398874
"delta_max_vs_b","delta_max","b",0.035,0.75,0.92111925721205
"gamma_max_vs_b","gamma_max","b",0.128571428571429,0.5,0.92129863948315
"E_star_vs_a","E_star","a",550,2.75,0.921892593251529
"a_vs_b","a","b",2.5,1.75,0.922342528510588
"delta_max_vs_b","delta_max","b",0.045,1,0.922670029029197
"gamma_max_vs_a","gamma_max","a",0.3,1.75,0.922851661424508
"E_star_vs_b","E_star","b",1000,0.5,0.923247597168913
"delta_max_vs_E_star","delta_max","E_star",0.075,228.571428571429,0.923248485460419
"gamma_max_vs_a","gamma_max","a",0.1,4,0.924442000797663
"gamma_max_vs_a","gamma_max","a",0.214285714285714,2.5,0.924532398383758
"E_star_vs_a","E_star","a",807.142857142857,3.25,0.925349603529194
"a_vs_b","a","b",3.25,4,0.92596520880228
"delta_max_vs_E_star","delta_max","E_star",0.065,164.285714285714,0.927188805522933
"delta_max_vs_b","delta_max","b",0.075,1.5,0.927459331267208
"gamma_max_vs_E_star","gamma_max","E_star",0.271428571428571,100,0.927560421933833
"gamma_max_vs_a","gamma_max","a",0.171428571428571,3,0.928160676846286
"delta_max_vs_E_star","delta_max","E_star",0.055,100,0.92930498521349
"E_star_vs_b","E_star","b",935.714285714286,0.5,0.929704763530716
"delta_max_vs_a","delta_max","a",0.065,1.5,0.930818283530017
"a_vs_p","a","p",2.75,0.8,0.931508438948258
"gamma_max_vs_a","gamma_max","a",0.242857142857143,2.25,0.932392044851816
"a_vs_p","a","p",2.75,0.75,0.932507551416781
"gamma_max_vs_a","gamma_max","a",0.271428571428571,2,0.932512990169941
"E_star_vs_a","E_star","a",421.428571428571,2.5,0.932612260186443
"gamma_max_vs_delta_max","gamma_max","delta_max",0.285714285714286,0.07,0.933401053140275
"a_vs_p","a","p",2.75,0.7,0.933719451705477
"E_star_vs_a","E_star","a",228.571428571429,2,0.933942479566691
"E_star_vs_a","E_star","a",935.714285714286,3.5,0.934837949860011
"a_vs_p","a","p",2.75,0.65,0.935184395454615
"gamma_max_vs_b","gamma_max","b",0.142857142857143,0.5,0.936116242641573
"a_vs_b","a","b",3,2.75,0.936202466580662
"E_star_vs_b","E_star","b",871.428571428572,0.5,0.93681048549814
"a_vs_b","a","b",3.25,3.75,0.936891244903652
"a_vs_p","a","p",2.75,0.6,0.936945792334448
"gamma_max_vs_b","gamma_max","b",0.285714285714286,0.75,0.937363132442718
"a_vs_p","a","p",2.75,0.55,0.939045554248588
"gamma_max_vs_E_star","gamma_max","E_star",0.3,164.285714285714,0.941364382990294
"a_vs_p","a","p",2.75,0.5,0.941514049273427
"gamma_max_vs_a","gamma_max","a",0.157142857142857,3.25,0.941575769058932
"delta_max_vs_a","delta_max","a",0.025,3.25,0.942424463872761
"gamma_max_vs_delta_max","gamma_max","delta_max",0.3,0.065,0.942685128896958
"a_vs_p","a","p",2.75,0.45,0.944350893102561
"E_star_vs_b","E_star","b",807.142857142857,0.5,0.944660362685288
"delta_max_vs_b","delta_max","b",0.06,1.25,0.945544934685964
"E_star_vs_a","E_star","a",742.857142857143,3.25,0.946922345631914
"E_star_vs_a","E_star","a",614.285714285714,3,0.946992404893054
"gamma_max_vs_a","gamma_max","a",0.2,2.75,0.947491889697549
"delta_max_vs_a","delta_max","a",0.03,2.75,0.947491889697549
"a_vs_b","a","b",2.75,2,0.947491889697549
"a_vs_p","a","p",2.75,0.4,0.947491889697549
"E_star_vs_b","E_star","b",164.285714285714,0.75,0.948673415912674
"a_vs_b","a","b",3.25,3.5,0.948822881619949
"a_vs_p","a","p",2.75,0.35,0.950759059895413
"gamma_max_vs_b","gamma_max","b",0.157142857142857,0.5,0.951059765801987
"gamma_max_vs_a","gamma_max","a",0.142857142857143,3.5,0.951290015887266
"gamma_max_vs_delta_max","gamma_max","delta_max",0.271428571428571,0.08,0.951441612479752
"a_vs_p","a","p",2.75,0.1,0.952268243635971
"E_star_vs_a","E_star","a",871.428571428572,3.5,0.952597348569865
"E_star_vs_b","E_star","b",742.857142857143,0.5,0.953367348737296
"a_vs_p","a","p",2.75,0.3,0.953800262132185
"delta_max_vs_E_star","delta_max","E_star",0.08,228.571428571429,0.954027348284263
"E_star_vs_a","E_star","a",485.714285714286,2.75,0.955256567851684
"a_vs_p","a","p",2.75,0.15,0.955473134314182
"E_star_vs_a","E_star","a",292.857142857143,2.25,0.955474426841741
"a_vs_b","a","b",3,2.5,0.955562177367439
"delta_max_vs_a","delta_max","a",0.045,2,0.955721085853804
"a_vs_p","a","p",2.75,0.25,0.956051487541595
"a_vs_p","a","p",2.75,0.2,0.956801257023711
"gamma_max_vs_a","gamma_max","a",0.128571428571429,3.75,0.957801511686981
"gamma_max_vs_b","gamma_max","b",0.3,0.75,0.95817504322567
"a_vs_b","a","b",2.25,1.25,0.959609136514801
"a_vs_b","a","b",1.5,0.75,0.960879058110893
"gamma_max_vs_a","gamma_max","a",0.114285714285714,4,0.961519004663099
"gamma_max_vs_a","gamma_max","a",0.228571428571429,2.5,0.961665044160913
"a_vs_b","a","b",3.25,3.25,0.961912730629857
"E_star_vs_a","E_star","a",1000,3.75,0.962252312966483
"delta_max_vs_a","delta_max","a",0.055,1.75,0.962659572915865
"delta_max_vs_b","delta_max","b",0.08,1.5,0.963028321966452
"E_star_vs_b","E_star","b",678.571428571429,0.5,0.963064752249301
"delta_max_vs_E_star","delta_max","E_star",0.07,164.285714285714,0.963540343523378
"a_vs_b","a","b",2.5,1.5,0.96356476794734
"gamma_max_vs_a","gamma_max","a",0.185714285714286,3,0.965316278471577
"gamma_max_vs_b","gamma_max","b",0.171428571428571,0.5,0.966124652758182
"gamma_max_vs_delta_max","gamma_max","delta_max",0.285714285714286,0.075,0.96679305607857
"delta_max_vs_a","delta_max","a",0.07,1.5,0.966920109097452
"gamma_max_vs_a","gamma_max","a",0.257142857142857,2.25,0.96954587307229
"gamma_max_vs_a","gamma_max","a",0.285714285714286,2,0.969636085190876
"E_star_vs_a","E_star","a",678.571428571429,3.25,0.970923241586067
"E_star_vs_a","E_star","a",807.142857142857,3.5,0.972192321213396
"delta_max_vs_a","delta_max","a",0.035,2.5,0.97307836323923
"delta_max_vs_E_star","delta_max","E_star",0.06,100,0.973619524718946
"E_star_vs_b","E_star","b",614.285714285714,0.5,0.973909136926968
"a_vs_b","a","b",2,1,0.974189080568517
"E_star_vs_a","E_star","a",357.142857142857,2.5,0.974778052008708
"delta_max_vs_a","delta_max","a",0.04,2.25,0.9753367638238
"a_vs_b","a","b",3.25,3,0.976350752684539
"E_star_vs_a","E_star","a",550,3,0.976859306703367
"a_vs_b","a","b",3,2.25,0.97750050986727
"E_star_vs_a","E_star","a",935.714285714286,3.75,0.978501341142938
"gamma_max_vs_a","gamma_max","a",0.171428571428571,3.25,0.978791046034143
"E_star_vs_a","E_star","a",100,1.75,0.978995863344096
"gamma_max_vs_delta_max","gamma_max","delta_max",0.3,0.07,0.979221900616222
"a_vs_b","a","b",2.75,1.75,0.979351678424705
"gamma_max_vs_b","gamma_max","b",0.185714285714286,0.5,0.981306376633323
"a_vs_b","a","b",3.5,4,0.982290025808383
"gamma_max_vs_a","gamma_max","a",0.214285714285714,2.75,0.984739159333872
"delta_max_vs_a","delta_max","a",0.025,3.5,0.985675765683269
"E_star_vs_b","E_star","b",550,0.5,0.986082317002989
"a_vs_p","a","p",3,0.8,0.986302082832694
"gamma_max_vs_E_star","gamma_max","E_star",0.285714285714286,100,0.986655279672436
"E_star_vs_b","E_star","b",100,0.75,0.986750695279733
"a_vs_p","a","p",3,0.75,0.987323796602024
"gamma_max_vs_a","gamma_max","a",0.157142857142857,3.5,0.988540126833075
"a_vs_p","a","p",3,0.7,0.988562382621443
"a_vs_p","a","p",3,0.65,0.990058963196022
"a_vs_p","a","p",3,0.6,0.991857982726251
"a_vs_b","a","b",3.25,2.75,0.992377505557093
"b_vs_p","b","p",0.5,0.8,0.992436045813701
"b_vs_p","b","p",0.5,0.1,0.992483006081028
"a_vs_b","a","b",3.5,3.75,0.992603380644493
"b_vs_p","b","p",0.5,0.75,0.992703118771071
"E_star_vs_a","E_star","a",421.428571428571,2.75,0.992898100003805
"b_vs_p","b","p",0.5,0.7,0.993032741543665
"E_star_vs_a","E_star","a",164.285714285714,2,0.993132247007989
"delta_max_vs_b","delta_max","b",0.05,1,0.993300248436557
"b_vs_p","b","p",0.5,0.65,0.99343499816132
"E_star_vs_a","E_star","a",742.857142857143,3.5,0.993893091437226
"b_vs_p","b","p",0.5,0.6,0.993919145671749
"a_vs_p","a","p",3,0.55,0.994002549949932
"b_vs_p","b","p",0.5,0.55,0.994490931957706
"b_vs_p","b","p",0.5,0.15,0.994742638918173
"delta_max_vs_b","delta_max","b",0.065,1.25,0.994800163447257
"gamma_max_vs_a","gamma_max","a",0.142857142857143,3.75,0.995066964784756
"b_vs_p","b","p",0.5,0.5,0.995147472528106
"b_vs_p","b","p",0.5,0.45,0.995868213772671
"E_star_vs_a","E_star","a",871.428571428572,3.75,0.996354050860459
"a_vs_p","a","p",3,0.5,0.996524335959242
"b_vs_p","b","p",0.5,0.2,0.996529873849514
"gamma_max_vs_b","gamma_max","b",0.2,0.5,0.996600435279651
"delta_max_vs_b","delta_max","b",0.03,0.5,0.996600435279651
"a_vs_b","a","b",1,0.5,0.996600435279651
"b_vs_p","b","p",0.5,0.4,0.996600435279651
"b_vs_p","b","p",0.5,0.35,0.99723920868383
"b_vs_p","b","p",0.5,0.25,0.9974565595889
"b_vs_p","b","p",0.5,0.3,0.997607500921865
"delta_max_vs_E_star","delta_max","E_star",0.075,164.285714285714,0.997656854582608
"E_star_vs_a","E_star","a",614.285714285714,3.25,0.997723881957229
"gamma_max_vs_delta_max","gamma_max","delta_max",0.285714285714286,0.08,0.998257508901796
"gamma_max_vs_a","gamma_max","a",0.128571428571429,4,0.998783676636883
"gamma_max_vs_a","gamma_max","a",0.242857142857143,2.5,0.998960077999583
"a_vs_p","a","p",3,0.45,0.999424206745365
"E_star_vs_b","E_star","b",485.714285714286,0.5,0.999790761400614
"delta_max_vs_a","delta_max","a",0.075,1.5,1.00080947155731
"gamma_max_vs_a","gamma_max","a",0.2,3,1.00263881242708
"delta_max_vs_a","delta_max","a",0.03,3,1.00263881242708
"a_vs_b","a","b",3,2,1.00263881242708
"a_vs_p","a","p",3,0.4,1.00263881242708
"E_star_vs_a","E_star","a",1000,4,1.0032259097627
"a_vs_b","a","b",3.5,3.5,1.00382880977279
"a_vs_p","a","p",3,0.35,1.00598994400056
"gamma_max_vs_a","gamma_max","a",0.271428571428571,2.25,1.00684731907346
"gamma_max_vs_a","gamma_max","a",0.3,2,1.00690034593274
"delta_max_vs_a","delta_max","a",0.06,1.75,1.00713757134675
"a_vs_p","a","p",3,0.1,1.00787553275049
"E_star_vs_a","E_star","a",228.571428571429,2.25,1.00841169376922
"a_vs_p","a","p",3,0.3,1.00912305167208
"a_vs_b","a","b",3.25,2.5,1.01030366780739
"E_star_vs_a","E_star","a",485.714285714286,3,1.01045249958341
"a_vs_p","a","p",3,0.15,1.01104102442315
"a_vs_p","a","p",3,0.25,1.01146815689604
"delta_max_vs_a","delta_max","a",0.05,2,1.01158724226812
"gamma_max_vs_b","gamma_max","b",0.214285714285714,0.5,1.01200234347157
"a_vs_p","a","p",3,0.2,1.01230359506272
"a_vs_b","a","b",2.5,1.25,1.01346208525209
"gamma_max_vs_delta_max","gamma_max","delta_max",0.3,0.075,1.01349273406475
"delta_max_vs_E_star","delta_max","E_star",0.065,100,1.01478195977824
"E_star_vs_b","E_star","b",421.428571428571,0.5,1.01525921861718
"E_star_vs_a","E_star","a",807.142857142857,3.75,1.01603917330691
"a_vs_b","a","b",3.5,3.25,1.01610048209493
"gamma_max_vs_a","gamma_max","a",0.185714285714286,3.25,1.01616109310415
"a_vs_b","a","b",2.75,1.5,1.01708343663914
"E_star_vs_a","E_star","a",678.571428571429,3.5,1.01801582301535
"a_vs_b","a","b",1.75,0.75,1.01826374057341
"E_star_vs_a","E_star","a",935.714285714286,4,1.0195406117676
